Gene A ORF	Gene A allele	Gene B ORF	Gene B allele	Correlation
YFL039C	act1-3	YBR109C	cmd1-8	0.217
YFL039C	act1-3	YCR009C	rvs161	0.293
YFL039C	act1-3	YKL203C	tor2-29	0.224
YFL039C	act1-3	YFL039C	act1-136	0.444
YFL039C	act1-3	YDR276C	pmp3	0.260
YFL039C	act1-3	YFL039C	act1-4	0.407
YFL039C	act1-3	YOR281C	plp2-5001	0.220
YFL039C	act1-3	YNL138W	srv2-2	0.261
YFL039C	act1-3	YLR370C	arc18	0.415
YFL039C	act1-3	YDR212W	tcp1-1	0.273
YFL039C	act1-3	YNR035C	arc35-6	0.325
YFL039C	act1-3	YJL008C	cct8-5002	0.324
YFL039C	act1-3	YLR370C	arc18-supp1	0.308
YFL039C	act1-3	YFL039C	act1-132	0.383
YFL039C	act1-3	YGR078C	pac10-supp1	0.205
YFL039C	act1-3	YDL143W	cct4-1	0.228
YFL039C	act1-3	YJL179W	pfd1	0.211
YFL039C	act1-3	YGR078C	pac10	0.267
YDR167W	taf10-5002	YOR025W	hst3	0.295
YDR167W	taf10-5002	YGL043W	dst1	0.353
YDR167W	taf10-5002	YGR274C	taf1-2	0.574
YDR167W	taf10-5002	YDL017W	cdc7-4	0.208
YDR167W	taf10-5002	YNL153C	gim3	0.210
YDR167W	taf10-5002	YJL090C	dpb11-1-supp1	0.250
YDR167W	taf10-5002	YDR013W	psf1-1	0.276
YDR167W	taf10-5002	YPL153C	rad53-5002-supp1	0.260
YDR167W	taf10-5002	YPR070W	med1	0.480
YDR167W	taf10-5002	YDR145W	taf12-9	0.591
YDR167W	taf10-5002	YDR145W	taf12-w486stop	0.631
YDR167W	taf10-5002	YDR145W	taf12-l446a	0.574
YDR167W	taf10-5002	YML114C	taf8-7	0.506
YDR167W	taf10-5002	YDR378C	lsm6	0.209
YDR167W	taf10-5002	YOR194C	toa1-5001	0.631
YDR167W	taf10-5002	YGL113W	sld3-5001	0.227
YDR167W	taf10-5002	YBR198C	taf5-20	0.269
YDR167W	taf10-5002	YGR274C	taf1-1	0.527
YDR167W	taf10-5002	YPL011C	taf3-5002	0.631
YDR167W	taf10-5002	YGL127C	soh1	0.288
YDR167W	taf10-5002	YDR145W	taf12-l464a	0.571
YDR167W	taf10-5002	YPL153C	rad53-5001	0.346
YDR167W	taf10-5002	YGL112C	taf6-ts	0.287
YDR465C	rmt2	YNL267W	pik1-139	0.249
YDR465C	rmt2	YER008C	sec3-2	0.217
YOR025W	hst3	YHR118C	orc6-5001	0.305
YOR025W	hst3	YKL045W	pri2-1	0.354
YOR025W	hst3	YLR274W	cdc46-1	0.454
YOR025W	hst3	YMR078C	ctf18	0.224
YOR025W	hst3	YJR043C	pol32	0.378
YOR025W	hst3	YLR103C	cdc45-27	0.220
YOR025W	hst3	YMR005W	taf4-18	0.233
YOR025W	hst3	YBR060C	orc2-4	0.288
YOR025W	hst3	YBR087W	rfc5-1	0.346
YOR025W	hst3	YDR013W	psf1-1	0.295
YOR025W	hst3	YPL153C	rad53-5002-supp1	0.278
YOR025W	hst3	YBR060C	orc2-3	0.307
YOR025W	hst3	YPR162C	orc4-5001	0.358
YOR025W	hst3	YHR191C	ctf8	0.258
YOR025W	hst3	YBR060C	orc2-1	0.240
YOR025W	hst3	YHR031C	rrm3	0.244
YOR025W	hst3	YBR060C	orc2-2	0.346
YOR025W	hst3	YCL061C	mrc1	0.464
YOR025W	hst3	YDR217C	rad9	0.393
YOR025W	hst3	YNL102W	pol1-ts	0.252
YOR025W	hst3	YBL035C	pol12-ts	0.310
YOR025W	hst3	YAR007C	rfa1-m2	0.478
YOR025W	hst3	YNL102W	pol1-13	0.280
YOR025W	hst3	YDL101C	dun1	0.258
YOR025W	hst3	YDL102W	cdc2-1	0.228
YOR025W	hst3	YOR144C	elg1	0.280
YOR025W	hst3	YHR191C	ctf8-162	0.230
YOR025W	hst3	YLR288C	mec3	0.329
YOR025W	hst3	YNL273W	tof1	0.361
YOR025W	hst3	YGL113W	sld3-5001	0.325
YOR025W	hst3	YBR202W	cdc47-ts	0.404
YOR025W	hst3	YPL194W	ddc1	0.385
YOR025W	hst3	YGL201C	mcm6-5002	0.259
YOR025W	hst3	YLL004W	orc3-70	0.367
YOR025W	hst3	YNL102W	pol1-17	0.301
YOR025W	hst3	YFR028C	cdc14-1	0.219
YOR025W	hst3	YDL102W	cdc2-2	0.238
YOR025W	hst3	YJL092W	srs2	0.269
YOR025W	hst3	YJR006W	pol31-5001	0.268
YOR025W	hst3	YNL102W	pol1-1	0.212
YOR025W	hst3	YNL262W	pol2-12	0.310
YOR025W	hst3	YPR135W	ctf4	0.251
YOR025W	hst3	YMR048W	csm3	0.380
YOR025W	hst3	YOL123W	hrp1-4	0.422
YOR025W	hst3	YPL024W	rmi1	0.214
YOR025W	hst3	YPL153C	rad53-5001	0.251
YOR025W	hst3	YMR190C	sgs1	0.215
YOR025W	hst3	YGL201C	mcm6-5003	0.222
YOR025W	hst3	YDR113C	pds1-128	0.219
YOR025W	hst3	YML066C	sma2	0.281
YOR025W	hst3	YHR191C	ctf8-9	0.303
YOR025W	hst3	YBR136W	mec1-4ts	0.326
YDR188W	cct6-18	YKL007W	cap1	0.215
YDR188W	cct6-18	YMR074C	sdd2	0.245
YDR188W	cct6-18	YDR212W	tcp1-1	0.407
YDR188W	cct6-18	YGR078C	pac10-supp1	0.217
YDR188W	cct6-18	YDL143W	cct4-1	0.290
YDR188W	cct6-18	YJR064W	cct5-5001	0.260
YBR196C	pgi1-2	YER008C	sec3-2	0.202
YHR118C	orc6-5001	YLR274W	cdc46-1	0.388
YHR118C	orc6-5001	YJR043C	pol32	0.213
YHR118C	orc6-5001	YBR060C	orc2-4	0.382
YHR118C	orc6-5001	YDR013W	psf1-1	0.246
YHR118C	orc6-5001	YBR060C	orc2-3	0.334
YHR118C	orc6-5001	YPR162C	orc4-5001	0.422
YHR118C	orc6-5001	YBR060C	orc2-1	0.357
YHR118C	orc6-5001	YBR060C	orc2-2	0.421
YHR118C	orc6-5001	YCL061C	mrc1	0.345
YHR118C	orc6-5001	YDR217C	rad9	0.246
YHR118C	orc6-5001	YAR007C	rfa1-m2	0.276
YHR118C	orc6-5001	YOR144C	elg1	0.220
YHR118C	orc6-5001	YNL273W	tof1	0.301
YHR118C	orc6-5001	YGL113W	sld3-5001	0.203
YHR118C	orc6-5001	YBR202W	cdc47-ts	0.329
YHR118C	orc6-5001	YPL194W	ddc1	0.307
YHR118C	orc6-5001	YGL201C	mcm6-5002	0.346
YHR118C	orc6-5001	YLL004W	orc3-70	0.464
YHR118C	orc6-5001	YNL262W	pol2-12	0.263
YHR118C	orc6-5001	YMR048W	csm3	0.289
YHR118C	orc6-5001	YOL123W	hrp1-4	0.381
YHR118C	orc6-5001	YDL003W	mcd1-5001	0.240
YHR118C	orc6-5001	YGL201C	mcm6-5003	0.202
YHR118C	orc6-5001	YDR324C	utp4-5007	0.228
YHR118C	orc6-5001	YML066C	sma2	0.327
YKL007W	cap1	YEL005C	vab2	0.276
YKL007W	cap1	YNR035C	arc35-5	0.253
YKL007W	cap1	YIL034C	cap2	0.564
YKL007W	cap1	YJL020C	bbc1	0.325
YKL007W	cap1	YMR109W	myo5	0.223
YKL007W	cap1	YFL039C	act1-101	0.365
YKL007W	cap1	YDL029W	arp2-14	0.245
YKL007W	cap1	YFL039C	act1-119	0.356
YKL007W	cap1	YIR003W	aim21	0.288
YKL007W	cap1	YFL039C	act1-121	0.287
YKL007W	cap1	YBR109C	cmd1-8	0.365
YKL007W	cap1	YNL138W	srv2-ts	0.257
YKL007W	cap1	YLL050C	cof1-8	0.206
YKL007W	cap1	YGR080W	twf1	0.231
YKL007W	cap1	YIL118W	rho3-ser228	0.206
YKL007W	cap1	YDR276C	pmp3	0.236
YKL007W	cap1	YFL039C	act1-4	0.274
YKL007W	cap1	YOR326W	myo2-16	0.218
YKL007W	cap1	YNL271C	bni1	0.280
YKL007W	cap1	YLR370C	arc18	0.240
YKL007W	cap1	YNR035C	arc35-6	0.219
YKL007W	cap1	YLR370C	arc18-supp1	0.210
YKL007W	cap1	YFL039C	act1-132	0.252
YKL007W	cap1	YBR078W	ecm33	0.240
YKL007W	cap1	YLR319C	bud6	0.247
YKL007W	cap1	YJL008C	cct8-5001	0.288
YKL007W	cap1	YOR122C	pfy1-14	0.319
YKL190W	cnb1	YBL105C	pkc1-3	0.238
YKL190W	cnb1	YHR101C	big1-5001	0.211
YKL190W	cnb1	YBR109C	cmd1-3	0.313
YKL190W	cnb1	YGR217W	cch1	0.375
YKL190W	cnb1	YOR070C	gyp1	0.211
YKL190W	cnb1	YOR336W	kre5-ts2	0.239
YKL190W	cnb1	YBR229C	rot2	0.207
YKL190W	cnb1	YBR260C	rgd1	0.282
YKL190W	cnb1	YLR350W	orm2-supp1	0.250
YKL190W	cnb1	YNL041C	cog6	0.219
YKL190W	cnb1	YHR030C	slt2	0.308
YKL190W	cnb1	YML071C	cog8	0.205
YKL190W	cnb1	YOR149C	smp3-2	0.220
YKL190W	cnb1	YJL095W	bck1	0.272
YKL190W	cnb1	YOL018C	tlg2	0.209
YKL190W	cnb1	YFL031W	hac1	0.220
YKL190W	cnb1	YNL322C	kre1	0.201
YKL190W	cnb1	YDR331W	gpi8-5001	0.217
YDL028C	mps1-3796	YPL017C	irc15	0.341
YDL028C	mps1-3796	YIR010W	dsn1-7	0.212
YDL028C	mps1-3796	YBR156C	sli15-3	0.449
YDL028C	mps1-3796	YGL093W	spc105-4	0.295
YDL028C	mps1-3796	YDL003W	mcd1-73	0.254
YDL028C	mps1-3796	YER007W	pac2	0.243
YDL028C	mps1-3796	YPL124W	spc29-3	0.215
YDL028C	mps1-3796	YPL241C	cin2	0.303
YDL028C	mps1-3796	YNR016C	acc1-5007-supp1	0.234
YDL028C	mps1-3796	YER016W	bim1	0.446
YDL028C	mps1-3796	YBL034C	stu1-8	0.326
YDL028C	mps1-3796	YNL153C	gim3	0.250
YDL028C	mps1-3796	YPR046W	mcm16	0.339
YDL028C	mps1-3796	YBL034C	stu1-12	0.404
YDL028C	mps1-3796	YER147C	scc4-4	0.241
YDL028C	mps1-3796	YGR113W	dam1-1	0.454
YDL028C	mps1-3796	YBR107C	iml3	0.260
YDL028C	mps1-3796	YHR191C	ctf8	0.245
YDL028C	mps1-3796	YPR141C	kar3	0.284
YDL028C	mps1-3796	YJL074C	smc3-1	0.376
YDL028C	mps1-3796	YLR045C	stu2-12	0.229
YDL028C	mps1-3796	YNR016C	acc1-5009-supp1	0.253
YDL028C	mps1-3796	YGL086W	mad1	0.413
YDL028C	mps1-3796	YOL076W	mdm20-supp1	0.207
YDL028C	mps1-3796	YBL034C	stu1-6	0.332
YDL028C	mps1-3796	YJR135C	mcm22	0.320
YDL028C	mps1-3796	YFL008W	smc1-2	0.270
YDL028C	mps1-3796	YJL030W	mad2	0.448
YDL028C	mps1-3796	YJL013C	mad3	0.291
YDL028C	mps1-3796	YDR254W	chl4	0.369
YDL028C	mps1-3796	YLR045C	stu2-10	0.239
YDL028C	mps1-3796	YDR180W	scc2-4	0.292
YDL028C	mps1-3796	YDR014W	rad61	0.293
YDL028C	mps1-3796	YPL008W	chl1	0.268
YDL028C	mps1-3796	YLR381W	ctf3	0.337
YDL028C	mps1-3796	YMR138W	cin4	0.203
YDL028C	mps1-3796	YDR318W	mcm21	0.392
YDL028C	mps1-3796	YEL061C	cin8	0.327
YDL028C	mps1-3796	YML124C	tub3	0.295
YDL028C	mps1-3796	YPL018W	ctf19	0.360
YDL028C	mps1-3796	YPL253C	vik1	0.464
YDL028C	mps1-3796	YFL008W	smc1-259	0.332
YDL028C	mps1-3796	YGR188C	bub1-supp1	0.327
YDL028C	mps1-3796	YGR078C	pac10-supp1	0.232
YDL028C	mps1-3796	YLR045C	stu2-11	0.215
YDL028C	mps1-3796	YGL093W	spc105-15	0.294
YDL028C	mps1-3796	YDR113C	pds1-128	0.322
YDL028C	mps1-3796	YDL028C	mps1-417	0.360
YBR160W	cdc28-td	YHR007C	erg11-td	0.233
YBR160W	cdc28-td	YGL240W	doc1-supp1	0.273
YBR160W	cdc28-td	YDR172W	sup35-td	0.296
YBR160W	cdc28-td	YPR119W	clb2	0.204
YMR067C	ubx4	YIL106W	mob1-5001	0.215
YMR067C	ubx4	YFR050C	pre4-5001	0.250
YMR067C	ubx4	YDL097C	rpn6-1	0.231
YMR067C	ubx4	YIR011C	sts1-5001	0.216
YMR067C	ubx4	YEL049W	pau2	0.204
YMR067C	ubx4	YHR191C	ctf8-162	0.209
YMR067C	ubx4	YFR004W	rpn11-8	0.254
YMR067C	ubx4	YFR004W	rpn11-14	0.261
YMR067C	ubx4	YDL020C	rpn4	0.306
YMR067C	ubx4	YPR108W	rpn7-3	0.231
YMR067C	ubx4	YOR261C	rpn8-5007	0.225
YMR067C	ubx4	YDR054C	cdc34-1	0.271
YMR067C	ubx4	YDL008W	apc11-13	0.203
YEL005C	vab2	YHR151C	mtc6	0.260
YEL005C	vab2	YER007W	pac2	0.255
YEL005C	vab2	YPL241C	cin2	0.283
YEL005C	vab2	YEL003W	gim4	0.415
YEL005C	vab2	YNR035C	arc35-5	0.415
YEL005C	vab2	YIL034C	cap2	0.295
YEL005C	vab2	YNL153C	gim3	0.328
YEL005C	vab2	YMR109W	myo5	0.361
YEL005C	vab2	YHR113W	ape4	0.210
YEL005C	vab2	YLR110C	ccw12	0.204
YEL005C	vab2	YDR208W	mss4-103	0.260
YEL005C	vab2	YFL039C	act1-101	0.282
YEL005C	vab2	YDL029W	arp2-14	0.475
YEL005C	vab2	YML079W	yml079w	0.216
YEL005C	vab2	YBR234C	arc40-5001	0.353
YEL005C	vab2	YFL039C	act1-136	0.255
YEL005C	vab2	YNL054W	vac7	0.216
YEL005C	vab2	YDR276C	pmp3	0.234
YEL005C	vab2	YFL039C	act1-4	0.295
YEL005C	vab2	YOR281C	plp2-5001	0.352
YEL005C	vab2	YDR212W	tcp1-1	0.353
YEL005C	vab2	YNR035C	arc35-6	0.210
YEL005C	vab2	YJL008C	cct8-5002	0.388
YEL005C	vab2	YJR064W	cct5-5001	0.450
YEL005C	vab2	YGR078C	pac10	0.353
YFL039C	act1-105	YFL039C	act1-101	0.261
YFL039C	act1-105	YDL029W	arp2-14	0.203
YFL039C	act1-105	YBR109C	cmd1-8	0.204
YFL039C	act1-105	YFL039C	act1-4	0.270
YFL039C	act1-105	YFL039C	act1-132	0.210
YPL017C	irc15	YIR010W	dsn1-7	0.356
YPL017C	irc15	YBR156C	sli15-3	0.259
YPL017C	irc15	YGL093W	spc105-4	0.385
YPL017C	irc15	YJR112W	nnf1-77	0.261
YPL017C	irc15	YLR045C	stu2-13	0.248
YPL017C	irc15	YDL003W	mcd1-73	0.235
YPL017C	irc15	YER007W	pac2	0.205
YPL017C	irc15	YPL241C	cin2	0.216
YPL017C	irc15	YMR078C	ctf18	0.237
YPL017C	irc15	YDR201W	spc19-5001	0.337
YPL017C	irc15	YER016W	bim1	0.353
YPL017C	irc15	YBL034C	stu1-8	0.306
YPL017C	irc15	YDR016C	dad1-5005	0.200
YPL017C	irc15	YGR140W	cbf2-42	0.248
YPL017C	irc15	YPR046W	mcm16	0.530
YPL017C	irc15	YBL034C	stu1-12	0.277
YPL017C	irc15	YER147C	scc4-4	0.263
YPL017C	irc15	YGR113W	dam1-1	0.377
YPL017C	irc15	YBR107C	iml3	0.532
YPL017C	irc15	YHR191C	ctf8	0.308
YPL017C	irc15	YPR141C	kar3	0.247
YPL017C	irc15	YER147C	scc4-5001	0.323
YPL017C	irc15	YJL074C	smc3-1	0.325
YPL017C	irc15	YLR045C	stu2-12	0.349
YPL017C	irc15	YIL144W	tid3-1	0.275
YPL017C	irc15	YMR198W	cik1	0.234
YPL017C	irc15	YNR016C	acc1-5009-supp1	0.200
YPL017C	irc15	YGL086W	mad1	0.371
YPL017C	irc15	YKL052C	ask1-3	0.209
YPL017C	irc15	YIR010W	dsn1-8	0.321
YPL017C	irc15	YBL034C	stu1-6	0.303
YPL017C	irc15	YJR135C	mcm22	0.551
YPL017C	irc15	YFL008W	smc1-2	0.260
YPL017C	irc15	YJL030W	mad2	0.283
YPL017C	irc15	YDL139C	scm3-5007	0.326
YPL017C	irc15	YJL013C	mad3	0.213
YPL017C	irc15	YDR254W	chl4	0.642
YPL017C	irc15	YLR045C	stu2-10	0.250
YPL017C	irc15	YDR180W	scc2-4	0.284
YPL017C	irc15	YDR014W	rad61	0.241
YPL017C	irc15	YPL008W	chl1	0.267
YPL017C	irc15	YLR381W	ctf3	0.562
YPL017C	irc15	YPL233W	nsl1-5	0.334
YPL017C	irc15	YDR318W	mcm21	0.599
YPL017C	irc15	YEL061C	cin8	0.257
YPL017C	irc15	YPL233W	nsl1-6	0.255
YPL017C	irc15	YPL018W	ctf19	0.610
YPL017C	irc15	YBL058W	shp1	0.248
YPL017C	irc15	YBR211C	ame1-4	0.324
YPL017C	irc15	YPL253C	vik1	0.348
YPL017C	irc15	YFL008W	smc1-259	0.330
YPL017C	irc15	YOL069W	nuf2-61	0.250
YPL017C	irc15	YGR188C	bub1-supp1	0.206
YPL017C	irc15	YGR140W	cbf2-1	0.215
YPL017C	irc15	YLR045C	stu2-11	0.264
YPL017C	irc15	YGL093W	spc105-15	0.360
YPL017C	irc15	YDR113C	pds1-128	0.243
YPL017C	irc15	YDL028C	mps1-417	0.218
YPL017C	irc15	YMR117C	spc24-9	0.339
YPL017C	irc15	YGR179C	okp1-5	0.295
YIR010W	dsn1-7	YGL093W	spc105-4	0.489
YIR010W	dsn1-7	YJR112W	nnf1-77	0.426
YIR010W	dsn1-7	YPL241C	cin2	0.214
YIR010W	dsn1-7	YNR016C	acc1-5007-supp1	0.260
YIR010W	dsn1-7	YDR201W	spc19-5001	0.303
YIR010W	dsn1-7	YER016W	bim1	0.350
YIR010W	dsn1-7	YGR140W	cbf2-42	0.265
YIR010W	dsn1-7	YPR046W	mcm16	0.304
YIR010W	dsn1-7	YGR113W	dam1-1	0.325
YIR010W	dsn1-7	YBR107C	iml3	0.292
YIR010W	dsn1-7	YPR141C	kar3	0.323
YIR010W	dsn1-7	YJL074C	smc3-1	0.255
YIR010W	dsn1-7	YLR045C	stu2-12	0.246
YIR010W	dsn1-7	YIL144W	tid3-1	0.349
YIR010W	dsn1-7	YMR198W	cik1	0.205
YIR010W	dsn1-7	YNR016C	acc1-5009-supp1	0.299
YIR010W	dsn1-7	YGL086W	mad1	0.473
YIR010W	dsn1-7	YKL052C	ask1-3	0.213
YIR010W	dsn1-7	YIR010W	dsn1-8	0.570
YIR010W	dsn1-7	YBL034C	stu1-6	0.277
YIR010W	dsn1-7	YJR135C	mcm22	0.284
YIR010W	dsn1-7	YFL008W	smc1-2	0.210
YIR010W	dsn1-7	YJL030W	mad2	0.521
YIR010W	dsn1-7	YDL139C	scm3-5007	0.302
YIR010W	dsn1-7	YJL013C	mad3	0.257
YIR010W	dsn1-7	YDR254W	chl4	0.360
YIR010W	dsn1-7	YDR180W	scc2-4	0.212
YIR010W	dsn1-7	YLR381W	ctf3	0.302
YIR010W	dsn1-7	YPL233W	nsl1-5	0.440
YIR010W	dsn1-7	YDR318W	mcm21	0.362
YIR010W	dsn1-7	YPL233W	nsl1-6	0.466
YIR010W	dsn1-7	YML124C	tub3	0.204
YIR010W	dsn1-7	YPL018W	ctf19	0.348
YIR010W	dsn1-7	YIL144W	tid3-1-supp1	0.214
YIR010W	dsn1-7	YBL058W	shp1	0.305
YIR010W	dsn1-7	YBR211C	ame1-4	0.430
YIR010W	dsn1-7	YPL253C	vik1	0.256
YIR010W	dsn1-7	YFL008W	smc1-259	0.201
YIR010W	dsn1-7	YOL069W	nuf2-61	0.256
YIR010W	dsn1-7	YGR188C	bub1-supp1	0.309
YIR010W	dsn1-7	YGR140W	cbf2-1	0.223
YIR010W	dsn1-7	YLR045C	stu2-11	0.202
YIR010W	dsn1-7	YGL093W	spc105-15	0.572
YIR010W	dsn1-7	YOL097C	wrs1-5003	0.202
YIR010W	dsn1-7	YDR113C	pds1-128	0.223
YIR010W	dsn1-7	YMR117C	spc24-9	0.489
YIR010W	dsn1-7	YGR179C	okp1-5	0.420
YBR095C	rxt2	YOL004W	sin3	0.467
YBR095C	rxt2	YDR469W	sdc1	0.215
YBR095C	rxt2	YLR418C	cdc73	0.215
YBR095C	rxt2	YGL244W	rtf1	0.203
YBR095C	rxt2	YBR175W	swd3	0.259
YBR095C	rxt2	YPL055C	lge1	0.208
YBR095C	rxt2	YFL023W	bud27	0.202
YBR095C	rxt2	YPL182C	ypl182c	0.385
YAR002W	nup60	YHR167W	thp2	0.261
YAR002W	nup60	YPL153C	rad53-5002-supp1	0.213
YAR002W	nup60	YKR082W	nup133	0.364
YAR002W	nup60	YML103C	nup188	0.205
YAR002W	nup60	YOR144C	elg1	0.204
YAR002W	nup60	YGL092W	nup145-r4	0.420
YAR002W	nup60	YDR381W	yra1-5003	0.283
YAR002W	nup60	YJL092W	srs2	0.296
YAR002W	nup60	YDL084W	sub2-1	0.260
YAR002W	nup60	YNL262W	pol2-12	0.213
YMR123W	pkr1	YEL027W	vma3	0.245
YMR123W	pkr1	YCL005W-A	vma9	0.216
YMR123W	pkr1	YEL051W	vma8	0.272
YMR123W	pkr1	YDR373W	frq1-1	0.216
YMR123W	pkr1	YNL041C	cog6	0.220
YMR123W	pkr1	YPL234C	vma11	0.253
YMR123W	pkr1	YAL026C	drs2-supp1	0.201
YMR123W	pkr1	YNL267W	pik1-104	0.258
YGR168C	pex35	YFL039C	act1-124	0.211
YGR168C	pex35	YLR210W	clb4	0.210
YGR168C	pex35	YNL097C-B	ynl097c-b	0.672
YGR168C	pex35	YJL077W-B	yjl077w-b	0.297
YGR168C	pex35	YPL031C	pho85	0.223
YGR168C	pex35	YHR086W-A	yhr086w-a	0.739
YEL027W	vma3	YCL005W-A	vma9	0.570
YEL027W	vma3	YKL080W	vma5	0.277
YEL027W	vma3	YEL051W	vma8	0.662
YEL027W	vma3	YPR036W	vma13	0.474
YEL027W	vma3	YML071C	cog8	0.216
YEL027W	vma3	YLR447C	vma6	0.512
YEL027W	vma3	YPL234C	vma11	0.490
YEL027W	vma3	YHR039C-A	vma10	0.258
YEL027W	vma3	YHR060W	vma22	0.363
YEL027W	vma3	YOR332W	vma4	0.278
YBL105C	pkc1-3	YBR109C	cmd1-3	0.202
YBL105C	pkc1-3	YGR217W	cch1	0.274
YBL105C	pkc1-3	YDR348C	pal1	0.210
YBL105C	pkc1-3	YDR208W	mss4-103	0.232
YBL105C	pkc1-3	YPR165W	rho1-5002	0.288
YBL105C	pkc1-3	YOR336W	kre5-ts2	0.225
YBL105C	pkc1-3	YBR229C	rot2	0.236
YBL105C	pkc1-3	YBL007C	sla1	0.224
YBL105C	pkc1-3	YJL099W	chs6	0.258
YBL105C	pkc1-3	YBR023C	chs3	0.322
YBL105C	pkc1-3	YBR260C	rgd1	0.343
YBL105C	pkc1-3	YBL062W	ybl062w	0.373
YBL105C	pkc1-3	YHR030C	slt2	0.483
YBL105C	pkc1-3	YNR035C	arc35-6	0.202
YBL105C	pkc1-3	YJL095W	bck1	0.491
YBL105C	pkc1-3	YBL061C	skt5	0.289
YBL105C	pkc1-3	YFL031W	hac1	0.221
YIL062C	arc15-10	YFL039C	act1-129	0.336
YIL062C	arc15-10	YFL039C	act1-124	0.306
YIL062C	arc15-10	YNR035C	arc35-5	0.233
YIL062C	arc15-10	YKL203C	tor2-21	0.204
YIL062C	arc15-10	YMR109W	myo5	0.216
YIL062C	arc15-10	YOR181W	las17-13	0.574
YIL062C	arc15-10	YLR111W	ylr111w	0.205
YIL062C	arc15-10	YGR009C	sec9-4	0.228
YIL062C	arc15-10	YDL029W	arp2-14	0.287
YIL062C	arc15-10	YFL039C	act1-119	0.358
YIL062C	arc15-10	YFL039C	act1-121	0.349
YIL062C	arc15-10	YBL007C	sla1	0.306
YIL062C	arc15-10	YBR109C	cmd1-8	0.255
YIL062C	arc15-10	YCR009C	rvs161	0.278
YIL062C	arc15-10	YKL203C	tor2-29	0.217
YIL062C	arc15-10	YFL039C	act1-136	0.357
YIL062C	arc15-10	YDR276C	pmp3	0.219
YIL062C	arc15-10	YLR370C	arc18	0.391
YIL062C	arc15-10	YNR035C	arc35-6	0.470
YIL062C	arc15-10	YLR370C	arc18-supp1	0.442
YIL062C	arc15-10	YFL039C	act1-132	0.303
YIL062C	arc15-10	YBR078W	ecm33	0.282
YBR156C	sli15-3	YGL093W	spc105-4	0.326
YBR156C	sli15-3	YDL003W	mcd1-73	0.294
YBR156C	sli15-3	YER007W	pac2	0.240
YBR156C	sli15-3	YPL124W	spc29-3	0.304
YBR156C	sli15-3	YPL241C	cin2	0.218
YBR156C	sli15-3	YNR016C	acc1-5007-supp1	0.226
YBR156C	sli15-3	YER016W	bim1	0.401
YBR156C	sli15-3	YBL034C	stu1-8	0.311
YBR156C	sli15-3	YPR046W	mcm16	0.235
YBR156C	sli15-3	YBL034C	stu1-12	0.310
YBR156C	sli15-3	YER147C	scc4-4	0.282
YBR156C	sli15-3	YGR113W	dam1-1	0.467
YBR156C	sli15-3	YBR107C	iml3	0.212
YBR156C	sli15-3	YHR191C	ctf8	0.225
YBR156C	sli15-3	YPR141C	kar3	0.269
YBR156C	sli15-3	YER147C	scc4-5001	0.282
YBR156C	sli15-3	YJL074C	smc3-1	0.376
YBR156C	sli15-3	YNR016C	acc1-5009-supp1	0.237
YBR156C	sli15-3	YGL086W	mad1	0.374
YBR156C	sli15-3	YBL034C	stu1-6	0.357
YBR156C	sli15-3	YJR135C	mcm22	0.217
YBR156C	sli15-3	YFL008W	smc1-2	0.258
YBR156C	sli15-3	YJL030W	mad2	0.414
YBR156C	sli15-3	YDR254W	chl4	0.247
YBR156C	sli15-3	YDR180W	scc2-4	0.384
YBR156C	sli15-3	YDR014W	rad61	0.275
YBR156C	sli15-3	YPL008W	chl1	0.247
YBR156C	sli15-3	YFR027W	eco1-1	0.218
YBR156C	sli15-3	YLR381W	ctf3	0.244
YBR156C	sli15-3	YPL233W	nsl1-5	0.219
YBR156C	sli15-3	YDR318W	mcm21	0.293
YBR156C	sli15-3	YEL061C	cin8	0.295
YBR156C	sli15-3	YML124C	tub3	0.287
YBR156C	sli15-3	YPL018W	ctf19	0.278
YBR156C	sli15-3	YOR014W	rts1	0.209
YBR156C	sli15-3	YPL253C	vik1	0.343
YBR156C	sli15-3	YFL008W	smc1-259	0.354
YBR156C	sli15-3	YGR188C	bub1-supp1	0.358
YBR156C	sli15-3	YGR078C	pac10-supp1	0.234
YBR156C	sli15-3	YGL093W	spc105-15	0.245
YBR156C	sli15-3	YDR113C	pds1-128	0.236
YBR156C	sli15-3	YDL028C	mps1-417	0.275
YBR156C	sli15-3	YMR117C	spc24-9	0.216
YIL068C	sec6-4	YJL085W	exo70-38	0.245
YIL068C	sec6-4	YFL005W	sec4-8	0.266
YIL068C	sec6-4	YNR049C	mso1	0.202
YIL068C	sec6-4	YPR055W	sec8-6	0.234
YIL068C	sec6-4	YDR166C	sec5-24	0.259
YIL068C	sec6-4	YIL118W	rho3-ser228	0.203
YIL068C	sec6-4	YLR166C	sec10-2	0.309
YIL068C	sec6-4	YOR327C	snc2	0.250
YIL068C	sec6-4	YER008C	sec3-2	0.314
YIL068C	sec6-4	YIL118W	rho3-1	0.248
YOR204W	ded1-f144c	YDR432W	npl3	0.224
YOR204W	ded1-f144c	YHR039C-A	vma10	0.217
YER120W	scs2	YLR045C	stu2-13	0.227
YER120W	scs2	YGL216W	kip3	0.243
YER120W	scs2	YER016W	bim1	0.200
YER120W	scs2	YGL240W	doc1-supp1	0.201
YER120W	scs2	YBL034C	stu1-12	0.210
